"Otra vez movistar sin internet podrido con mal servicio @MovistarChile @SERNAC		-1";"3";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"4466";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"4468";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"4473";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"4475";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"4476";"-1"
"verga y tan mal servicio que presta Movistar\"		-1";"4481";"-1"
"verga y tan mal servicio que presta Movistar\"		-1";"4485";"-1"
"verga y tan mal servicio que presta Movistar\"		-1";"4488";"-1"
"Que pasa con los aumentos de las tArifas sin aviso,el mal servicio 		-1";"4500";"-1"
"Un aumento del 750% en mi plan y no recib?un mensaje informativo, ni por respeto ni por cortes?. Que mal servicio		-1";"4511";"-1"
"Un aumento del 750% en mi plan y no recib?un mensaje informativo, ni por respeto ni por cortes?. Que mal servicio		-1";"4515";"-1"
"mal servicio telefnico en San Felipe - Comas. Tengo un postpago y la senal de internet falla constantemnte		-1";"4517";"-1"
"Si te quejas de los aumentos de Movistar, deja perder la linea de una vez...asi se evitan las quejas de mal funcionamiento\"		-1";"4522";"-1"
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";"4527";"-1"
"Si te quejas de los aumentos de Movistar, deja perder la linea de una vez...asi se evitan las quejas de mal funcionamiento\"		-1";"4528";"-1"
"como uds. M van a cobrar 60.000 Bs. De renta, es un absurdo, su mal servicio de cobertura y navegacion de internet es pesimo.\"		-1";"4533";"-1"
"Movistar Venezuela incrementa las tarifas. Los mismos q se quejan del mal servicio son los primeros que se quejan del aumento		-1";"4535";"-1"
"Movistar Venezuela incrementa las tarifas. Los mismos q se quejan del mal servicio son los primeros que se quejan del aumento		-1";"4542";"-1"
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...\"		-1";"4547";"-1"
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...\"		-1";"4549";"-1"
"Movistar Peru la peor PORQUERIA QUE PUDEMOS HABER ADQUIRIDO, el peor servicio, la peor senal, todo lo tienen mal		-1";"4556";"-1"
"Movistar no responde ante reiterados reclamos por mal servicio internet hogar\"		-1";"4557";"-1"
"Un horror el mal servicio de @Movistar una pena , yo que confiaba en sus servicios , mi movil y mi casa con problemas @AyudaMovistarCL\"		-1";"4558";"-1"
"Por que nadie contesta en el call center? Me bloquearon? Si dan mal servicio No les gustan los clientes que consultamos?\"		-1";"4569";"-1"
"Mi teor? es que Movistar pertenece a Telcel, y lo usan para dar mal servicio 		-1";"4584";"-1"
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";"4588";"-1"
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";"4595";"-1"
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";"4600";"-1"
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";"4622";"-1"
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";"4624";"-1"
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";"4627";"-1"
"De acuerdo. Movistar brinda un mal servicio, tambien tengo dificultades en las comunicaciones.\"		-1";"4636";"-1"
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";"4638";"-1"
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";"4644";"-1"
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";"4647";"-1"
"Que mal servicio de movistar te roba a lo bruto no lo contrates ni te cambies @MovistarMX @MiMovistarMX\"		-1";"4658";"-1"
"Aunque sea la misma empresa, la que tiene que responder  su mal servicio es Movistar Colombia, ojala respondieran con la rapidez de Espana\"		-1";"4661";"-1"
"cansado del mal servicio de Internet ofrecido por Movistar en Leticia Amazonas, apoya esta peticon por un mejor		-1";"4664";"-1"
"aparte de prestar mal servicio tambien son unos ladrones! No entran las recargas @Movistar 28Oct\"		-1";"4671";"-1"
"Alguien de mi familia hoy mandara al carajo a Movistar. Despues de dos malditos anos de puro mal servicio.		-1";"4681";"-1"
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";"4698";"-1"
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";"4700";"-1"
"Le hago la cruz a Movistar! No soy mas cliente de esa pudricion de mal servicio y estafa		-1";"4702";"-1"
"Le hago la cruz a Movistar! No soy mas cliente de esa pudricion de mal servicio y estafa		-1";"4709";"-1"
"Movistar y su man? de prestar un mal servicio de datos		-1";"4722";"-1"
"La TarifaCero desaparecer en 2018 		-1";"4730";"-1"
"Al final de cuentas el consumidor es el que termina pagando los platos rotos, no AT&amp		-1";"4732";"-1"
"Por favor reclamos con Soporte Movistar 		-1";"4736";"-1"
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda\"		-1";"4741";"-1"
"Marico osea, nadie va a decir o hacer algo por el aumento de las rentas de Movistar?\"		-1";"4748";"-1"
"Al final de cuentas el consumidor es el que termina pagando los platos rotos, no AT&amp		-1";"4750";"-1"
"Los tres son una mierda, te apuesto a cuando vaya a reactivar la linea Movistar me roba, te lo aseguro por		-1";"4751";"-1"
"NO al aumento abusivo de tarifas por parte de Movistar y Digitel - Firma la peticion! 		-1";"4754";"-1"
"Me llega al pincho movistar y toda la mierda nacional y particular quiero mirar tv csm		-1";"4755";"-1"
"LLAMA MERCENARIOS A LOS Q DEJAN SU EQUIPO MEDOCRE,CUANTO QUISIERA Q LE O?		-1";"4757";"-1"
"De cualquier forma la tarifa de interconexion para AT&amp		-1";"4759";"-1"
"Cuantos tuitstars estan atragantados de mermelada por el tema de Movistar y el iPhone8 ya perdieron todo pudor para la merme		-1";"4761";"-1"
"No me gusta ese comercial de Movistar porque dice: comience apretando el asterisco... uno se arruga mucho poh!.. 		-1";"4781";"-1"
"De saber que tener claro era la misma mierda que tener Movistar aca no hubiera cambiado 		-1";"4786";"-1"
"Que vergaaaaa con movistar fren		-1";"4788";"-1"
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda\"		-1";"4794";"-1"
"Y ya estan entregando el iPhone 8 y yo sigo esperando la llamada de Movistar <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>\"		-1";"4796";"-1"
"Los alarmantes aumentos de las tarifas para Digitel, Movistar y Movilnet 		-1";"4798";"-1"
"MOVISTAR TENES UN INTERNET PORONGA		-1";"4801";"-1"
"La gente que pide al gobierno que \"\"tome medidas\"\" contra Movistar por el aumento de tarifas, impulsa la Gran Mision Senales		-1";"4818";"-1"
"Movistar me pone a pagar de 2140 a 30,000 prro queeee ajuste de susto no puedo con mucho		-1";"4827";"-1"
"Movistar en menos de una hora me quito los 50 pesos, vamos bien		-1";"4837";"-1"
"Prensa Movistar-Lima se la llevan facil. Los celulares estan mutis 100% en PALPA (ICA)desde el25 de Octubre.No hay ninguna informacon Ineptos\"		-1";"4847";"-1"
"Amigos, Movistar les quiere vender un iPhone 8 como si fuera un iPhone X.		-1";"4852";"-1"
"NicolasMaduro presidente como es posible q suban las tarifas telefnicas Movistar por mas de un 1000 % y conatel no se pronuncia\"		-1";"4856";"-1"
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda\"		-1";"4864";"-1"
"Yo me he quejado poco o nada de Movistar, nunca me he tenido inconvenientes pero igual no puedo renovar a un iPhone porque me los dejan caros		-1";"4865";"-1"
"Me dicen lo mismo que esta en la pagina Web Jajajaj\"		-1";"4866";"-1"
"Por que estan tan caras las entradas 		-1";"4867";"-1"
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda\"		-1";"4872";"-1"
"Diganme como como voy a pagar 35 palos de renta en la porquerias de telefono que tengo que de paso ni sirve y Movistar menos o sea...\"		-1";"4874";"-1"
"NicolasMaduro presidente como es posible q suban las tarifas telefonicas Movistar por mas de un 1000 % y conatel no se pronuncia\"		-1";"4877";"-1"
"Movistar dio su brazo a torcer y los partidos Peru vs. Nueva Zelanda sern transmitidos por se_al abierta		-1";"4878";"-1"
"da tarifa de prepagos, pospago no da *144 tampoco y mi movistar tampoco, es uno de los misterios de movistar		-1";"4886";"-1"
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre 		-1";"4893";"-1"
"sin duda son lo peor como lanzar un aumento tan elevado como ese mas del 1000% adios movistar de porqueria basuras\"		-1";"4894";"-1"
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre		-1";"4904";"-1"
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre		-1";"4905";"-1"
"Usuarios de Movistar denuncian que aumentaron las tarifas. 		-1";"4914";"-1"
"Estafa con las tarifas de Movistar deja perplejo al mas ecuanime. Un monto de 36.000,00 Bs por 1.2 gb 300 minutos con		-1";"4915";"-1"
"Que Movistar/Digitel aumenten sus tarifas es medio aceptable, pero movilnet deberia pagarle a sus usuarios por usar esa\"		-1";"4918";"-1"
"El plan Naranja 250 de Movilnet paso de costar Bs. 288,60 a Bs. 6.781, un aumento de al menos 2.250% 		-1";"4925";"-1"
"El d? de ayer fue asqueroso. O sea aumento del sueldo. Del pasaje. De Movistar de toda mierda menos mis ganas de seguir en este pais\"		-1";"4932";"-1"
"Estafa con las tarifas de Movistar deja perplejo al mas ecuanime. Un monto de 36.000,00 Bs por 1.2 gb 300 minutos con		-1";"4942";"-1"
"Gracias a movistar por este Halloween y sus precios de terror.\"		-1";"4947";"-1"
"AlertaPresidenteMaduro OJO PELAO CON Movistar que subi sus tarifas en 300% son unos miserables		-1";"4950";"-1"
"Otra vez movistar sin internet podrido con mal servicio @MovistarChile @SERNAC		-1";"4960";"-1"
"movistar tiene empleados y es una empresa privada, estoy dispuesta a pagar 		-1";"4971";"-1"
"quiero hacer una denuncia formal por mal servicio de movistar , todos los dias me desconecta a la 1:30 am yo trabajo a esa hora		-1";"4973";"-1"
"Movistar.. mal servicio!! Conx lenta..!!!\"		-1";"4983";"-1"
"Conatel  Muy eficiente a la hora de aceptar aumento de tarifas telefonia celular! Aunado mal servicio de movilnet. Movistar de 5 a 37 mil.\"		-1";"4988";"-1"
"Me pase de Movistar a Claro y es igual mal servicio con publicidad enganosa. Si tuvieran internet seria genial.		-1";"4996";"-1"
"Me pase de Movistar a Claro y es igual mal servicio con publicidad enganosa. Si tuvieran internet seria genial.		-1";"4997";"-1"
"ANCLegadoDeChavez la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reint		-1";"4998";"-1"
"Sobre la renta de Movistar: no me quejare... Acepto el aumento... Pero es a?tan poco dinero q no me puedo quejar del mal servicio\"		-1";"5006";"-1"
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";"5008";"-1"
"Si el servicio tecnico Movistar ha dado fecha para el 31 de noviembre, muy mal ...		-1";"5012";"-1"
"Estoy tan dispuesta a pagar el incremento de Movistar, como lo estare cuando aumenten el del metro. El costo solo justifica		-1";"5013";"-1"
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";"5027";"-1"
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";"5028";"-1"
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";"5041";"-1"
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";"5049";"-1"
"Estoy tan dispuesta a pagar el incremento de Movistar, como lo estare cuando aumenten el del metro. El costo solo justifica		-1";"5054";"-1"
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";"5058";"-1"
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...\"		-1";"5066";"-1"
"Ahora viene la gente a quejarse porque tienen que pagar 30.000bs y el regimen le bloquea el aumento y mas		-1";"5068";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"5074";"-1"
"Bueno y Entonces Hasta Cuando Digitel y Movistar Violando a Sus Usuarios, Mal Servicio y Tarifas Impagables! @NicolasMaduro @Conatel OJO\"		-1";"5079";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"5080";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"5085";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"5087";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"5089";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"5098";"-1"
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";"5100";"-1"
"verga y tan mal servicio que presta Movistar\"		-1";"5101";"-1"
"verga y tan mal servicio que presta Movistar\"		-1";"5105";"-1"
"verga y tan mal servicio que presta Movistar\"		-1";"5114";"-1"
"Que pasa con los aumentos de las tArifas sin aviso,el mal servicio 		-1";"5119";"-1"
"Un aumento del 750% en mi plan y no recib?un mensaje informativo, ni por respeto ni por cortes?. Que mal servicio		-1";"5120";"-1"
"Un aumento del 750% en mi plan y no recib?un mensaje informativo, ni por respeto ni por cortes?. Que mal servicio		-1";"5127";"-1"
"mal servicio telefnico en San Felipe - Comas. Tengo un postpago y la senal de internet falla constantemnte		-1";"5137";"-1"
"Si te quejas de los aumentos de Movistar, deja perder la linea de una vez...asi se evitan las quejas de mal funcionamiento\"		-1";"5140";"-1"
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";"5141";"-1"
"Si te quejas de los aumentos de Movistar, deja perder la linea de una vez...asi se evitan las quejas de mal funcionamiento\"		-1";"5143";"-1"
"como uds. M van a cobrar 60.000 Bs. De renta, es un absurdo, su mal servicio de cobertura y navegacion de internet es pesimo.\"		-1";"5144";"-1"
"Movistar Venezuela incrementa las tarifas. Los mismos q se quejan del mal servicio son los primeros que se quejan del aumento		-1";"5145";"-1"
"Movistar Venezuela incrementa las tarifas. Los mismos q se quejan del mal servicio son los primeros que se quejan del aumento		-1";"5149";"-1"
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...\"		-1";"5172";"-1"
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...\"		-1";"5177";"-1"
"Movistar Peru la peor PORQUERIA QUE PUDEMOS HABER ADQUIRIDO, el peor servicio, la peor senal, todo lo tienen mal		-1";"5179";"-1"
"Movistar no responde ante reiterados reclamos por mal servicio internet hogar\"		-1";"5185";"-1"
"Un horror el mal servicio de @Movistar una pena , yo que confiaba en sus servicios , mi movil y mi casa con problemas @AyudaMovistarCL\"		-1";"5194";"-1"
"Por que nadie contesta en el call center? Me bloquearon? Si dan mal servicio No les gustan los clientes que consultamos?\"		-1";"5195";"-1"
"Mi teor? es que Movistar pertenece a Telcel, y lo usan para dar mal servicio 		-1";"5196";"-1"
